,Year,Hospital,Rank,Position.Title,Salary,Fringe.Benefits,Total
1772,2014,WINDHAM COMMUNITY MEMORIAL HOSPITAL,10,Vice-President Human Resources,"$158,805","$39,490","$198,295"
1773,2014,YALE-NEW HAVEN HOSPITAL,1,President & CEO(repr YNHH & YNHHS),"$2,593,826","$927,046","$3,520,872"
1774,2014,YALE-NEW HAVEN HOSPITAL,2,"Exec VP, COO(repr YNHH & YNHHS)","$1,630,308","$512,827","$2,143,135"
1775,2014,YALE-NEW HAVEN HOSPITAL,3,"SR VP Finance, CFO(repr YNHH & YNHHS)","$1,336,149","$470,017","$1,806,166"
1776,2014,YALE-NEW HAVEN HOSPITAL,4,"SR VP, Chief of Staff(repr YNHH & YNHHS)","$1,484,284","$109,563","$1,593,847"
1777,2014,YALE-NEW HAVEN HOSPITAL,5,"Senior VP, CIO(repr YNHH & YNHHS)","$826,614","$307,113","$1,133,727"
1778,2014,YALE-NEW HAVEN HOSPITAL,6,Sr. VP of Legal Services,"$772,796","$328,155","$1,100,951"
1779,2014,YALE-NEW HAVEN HOSPITAL,7,Senior VP of Human Resources,"$772,715","$305,469","$1,078,184"
1780,2014,YALE-NEW HAVEN HOSPITAL,8,Sr. VP of Quality & Safety,"$658,233","$251,142","$909,375"
1781,2014,YALE-NEW HAVEN HOSPITAL,9,SVP OPS/SMILOW,"$669,661","$228,692","$898,353"
1782,2014,YALE-NEW HAVEN HOSPITAL,10,Sr. VP of OPS/Children,"$744,087","$130,984","$875,071"
